nm, %T
419.300000, 33.484375
419.000000, 33.436420
418.700000, 33.378836
418.400000, 33.373255
418.100000, 33.360479
417.800000, 33.317448
417.500000, 33.285159
417.200000, 33.271645
416.900000, 33.262453
416.600000, 33.219324
416.300000, 33.208292
416.000000, 33.211074
415.700000, 33.150820
415.400000, 33.115084
415.100000, 33.095149
414.800000, 33.079504
414.500000, 33.062859
414.200000, 33.022350
413.900000, 32.980448
413.600000, 32.962818
413.300000, 32.954215
413.000000, 32.927366
412.700000, 32.892010
412.400000, 32.835095
412.100000, 32.807589
411.800000, 32.794944
411.500000, 32.797990
411.200000, 32.782270
410.900000, 32.701865
410.600000, 32.652749
410.300000, 32.617957
410.000000, 32.595206
409.700000, 32.583506
409.400000, 32.561368
409.100000, 32.542471
408.800000, 32.553694
408.500000, 32.531783
408.200000, 32.486370
407.900000, 32.456636
407.600000, 32.439174
407.300000, 32.433526
407.000000, 32.406943
406.700000, 32.391706
406.400000, 32.335476
406.100000, 32.299024
405.800000, 32.294355
405.500000, 32.249148
405.200000, 32.245239
404.900000, 32.216693
404.600000, 32.178750
404.300000, 32.141835
404.000000, 32.108240
403.700000, 32.107339
403.400000, 32.100113
403.100000, 32.079387
402.800000, 32.049894
402.500000, 32.033235
402.200000, 31.986860
401.900000, 31.933137
401.600000, 31.910904
401.300000, 31.883650
401.000000, 31.840306
400.700000, 31.807321
400.400000, 31.803362
400.100000, 31.798133
399.800000, 31.793156
399.500000, 31.696607
399.200000, 31.659596
398.900000, 31.645132
398.600000, 31.619322
398.300000, 31.599435
398.000000, 31.551936
397.700000, 31.535365
397.400000, 31.477579
397.100000, 31.430927
396.800000, 31.370480
396.500000, 31.343395
396.200000, 31.332005
395.900000, 31.309291
395.600000, 31.268234
395.300000, 31.245566
395.000000, 31.193729
394.700000, 31.134848
394.400000, 31.037528
394.100000, 30.971761
393.800000, 30.919491
393.500000, 30.844541
393.200000, 30.790500
392.900000, 30.736953
392.600000, 30.701306
392.300000, 30.634988
392.000000, 30.571251
391.700000, 30.528544
391.400000, 30.463942
391.100000, 30.395814
390.800000, 30.318670
390.500000, 30.241780
390.200000, 30.160359
389.900000, 30.118595
389.600000, 30.072289
389.300000, 30.003740
389.000000, 29.924850
388.700000, 29.843871
388.400000, 29.767378
388.100000, 29.687213
387.800000, 29.603291
387.500000, 29.530812
387.200000, 29.447293
386.900000, 29.372268
386.600000, 29.296339
386.300000, 29.217497
386.000000, 29.139935
385.700000, 29.040728
385.400000, 28.972328
385.100000, 28.898585
384.800000, 28.818837
384.500000, 28.720633
384.200000, 28.639438
383.900000, 28.554647
383.600000, 28.467763
383.300000, 28.412175
383.000000, 28.378431
382.700000, 28.322742
382.400000, 28.263684
382.100000, 28.193098
381.800000, 28.109778
381.500000, 28.021978
381.200000, 27.951296
380.900000, 27.890815
380.600000, 27.827152
380.300000, 27.761384
380.000000, 27.692892
379.700000, 27.614170
379.400000, 27.524991
379.100000, 27.119419
378.800000, 26.539318
378.500000, 26.507267
378.200000, 26.463037
377.900000, 26.400855
377.600000, 26.332420
377.300000, 26.282925
377.000000, 26.249075
376.700000, 26.218370
376.400000, 26.184608
376.100000, 26.129534
375.800000, 26.089259
375.500000, 26.057082
375.200000, 26.009762
374.900000, 25.970454
374.600000, 25.928491
374.300000, 25.882179
374.000000, 25.831234
373.700000, 25.776060
373.400000, 25.727219
373.100000, 25.668576
372.800000, 25.606049
372.500000, 25.558478
372.200000, 25.501460
371.900000, 25.455454
371.600000, 25.407412
371.300000, 25.339531
371.000000, 25.285747
370.700000, 25.238106
370.400000, 25.168763
370.100000, 25.111579
369.800000, 25.045885
369.500000, 24.966239
369.200000, 24.891586
368.900000, 24.810915
368.600000, 24.734569
368.300000, 24.659561
368.000000, 24.596588
367.700000, 24.520097
367.400000, 24.435626
367.100000, 24.369265
366.800000, 24.297456
366.500000, 24.227160
366.200000, 24.152536
365.900000, 24.086230
365.600000, 24.019913
365.300000, 23.944306
365.000000, 23.860462
364.700000, 23.780559
364.400000, 23.697143
364.100000, 23.600892
363.800000, 23.506776
363.500000, 23.407907
363.200000, 23.312620
362.900000, 23.230969
362.600000, 23.136010
362.300000, 23.015947
362.000000, 22.891855
361.700000, 22.783868
361.400000, 22.688311
361.100000, 22.587312
360.800000, 22.490133
360.500000, 22.404203
360.200000, 22.306301
359.900000, 22.194402
359.600000, 22.086993
359.300000, 21.985549
359.000000, 21.893117
358.700000, 21.812198
358.400000, 21.720690
358.100000, 21.622777
357.800000, 21.523738
357.500000, 21.416647
357.200000, 21.313624
356.900000, 21.217874
356.600000, 21.122500
356.300000, 21.021683
356.000000, 20.907074
355.700000, 20.774749
355.400000, 20.656644
355.100000, 20.569233
354.800000, 20.476732
354.500000, 20.361055
354.200000, 20.245571
353.900000, 20.137128
353.600000, 20.015830
353.300000, 19.906093
353.000000, 19.804385
352.700000, 19.700213
352.400000, 19.586895
352.100000, 19.455973
351.800000, 19.324501
351.500000, 19.203813
351.200000, 19.084563
350.900000, 18.958652
350.600000, 18.824412
350.300000, 18.686878
350.000000, 18.544636
349.700000, 18.409041
349.400000, 18.275270
349.100000, 18.132696
348.800000, 17.994154
348.500000, 17.849960
348.200000, 17.709770
347.900000, 17.576723
347.600000, 17.437809
347.300000, 17.300513
347.000000, 17.157999
346.700000, 17.013657
346.400000, 16.858829
346.100000, 16.698677
345.800000, 16.557026
345.500000, 16.418816
345.200000, 16.272755
344.900000, 16.144222
344.600000, 16.014398
344.300000, 15.881112
344.000000, 15.747001
343.700000, 15.622980
343.400000, 15.485922
343.100000, 15.344703
342.800000, 15.202729
342.500000, 15.078230
342.200000, 14.971590
341.900000, 14.853477
341.600000, 14.732356
341.300000, 14.615011
341.000000, 14.506050
340.700000, 14.387079
340.400000, 14.265264
340.100000, 14.152443
339.800000, 14.065328
339.500000, 13.970977
339.200000, 13.877508
338.900000, 13.777197
338.600000, 13.687668
338.300000, 13.607180
338.000000, 13.521730
337.700000, 13.441431
337.400000, 13.362809
337.100000, 13.282016
336.800000, 13.208684
336.500000, 13.143890
336.200000, 13.076424
335.900000, 13.010684
335.600000, 12.939099
335.300000, 12.880292
335.000000, 12.823424
334.700000, 12.770671
334.400000, 12.715606
334.100000, 12.671058
333.800000, 12.625209
333.500000, 12.587173
333.200000, 12.554304
332.900000, 12.520546
332.600000, 12.489263
332.300000, 12.474308
332.000000, 12.444308
331.700000, 12.414114
331.400000, 12.391516
331.100000, 12.369049
330.800000, 12.347205
330.500000, 12.333008
330.200000, 12.316397
329.900000, 12.299010
329.600000, 12.288175
329.300000, 12.279957
329.000000, 12.279878
328.700000, 12.271699
328.400000, 12.273630
328.100000, 12.277590
327.800000, 12.282628
327.500000, 12.275411
327.200000, 12.267417
326.900000, 12.262040
326.600000, 12.261866
326.300000, 12.263023
326.000000, 12.271909
325.700000, 12.275692
325.400000, 12.269541
325.100000, 12.276865
324.800000, 12.280997
324.500000, 12.281849
324.200000, 12.276394
323.900000, 12.281046
323.600000, 12.281177
323.300000, 12.276590
323.000000, 12.291665
322.700000, 12.285424
322.400000, 12.296383
322.100000, 12.311313
321.800000, 12.327463
321.500000, 12.346151
321.200000, 12.356627
320.900000, 12.363805
320.600000, 12.383132
320.300000, 12.380257
320.000000, 12.382334
319.700000, 12.407024
319.400000, 12.424775
319.100000, 12.069817
318.800000, 12.022965
318.500000, 12.038908
318.200000, 12.041515
317.900000, 12.046992
317.600000, 12.060140
317.300000, 12.081458
317.000000, 12.090531
316.700000, 12.103500
316.400000, 12.119217
316.100000, 12.125943
315.800000, 12.137455
315.500000, 12.134078
315.200000, 12.143899
314.900000, 12.145968
314.600000, 12.147897
314.300000, 12.129779
314.000000, 12.142813
313.700000, 12.149046
313.400000, 12.155698
313.100000, 12.143171
312.800000, 12.143099
312.500000, 12.129929
312.200000, 12.127479
311.900000, 12.112350
311.600000, 12.105362
311.300000, 12.098907
311.000000, 12.094465
310.700000, 12.080035
310.400000, 12.080029
310.100000, 12.071093
309.800000, 12.056167
309.500000, 12.035092
309.200000, 12.025127
308.900000, 11.997153
308.600000, 11.988489
308.300000, 11.968397
308.000000, 11.964117
307.700000, 11.937688
307.400000, 11.928839
307.100000, 11.908955
306.800000, 11.892391
306.500000, 11.880337
306.200000, 11.839267
305.900000, 11.822992
305.600000, 11.792379
305.300000, 11.769942
305.000000, 11.753656
304.700000, 11.720922
304.400000, 11.697800
304.100000, 11.674768
303.800000, 11.650084
303.500000, 11.625517
303.200000, 11.580593
302.900000, 11.551955
302.600000, 11.510757
302.300000, 11.465803
302.000000, 11.453242
301.700000, 11.423051
301.400000, 11.387201
301.100000, 11.342317
300.800000, 11.295198
300.500000, 11.261985
300.200000, 11.221402
299.900000, 11.168509
299.600000, 11.137700
299.300000, 11.091284
299.000000, 11.035080
298.700000, 10.990521
298.400000, 10.947722
298.100000, 10.901514
297.800000, 10.850751
297.500000, 10.789518
297.200000, 10.741504
296.900000, 10.675759
296.600000, 10.608524
296.300000, 10.544577
296.000000, 10.485870
295.700000, 10.425828
295.400000, 10.360121
295.100000, 10.301647
294.800000, 10.234858
294.500000, 10.164846
294.200000, 10.098723
293.900000, 10.025637
293.600000, 9.950524
293.300000, 9.878426
293.000000, 9.801601
292.700000, 9.736557
292.400000, 9.656462
292.100000, 9.578507
291.800000, 9.497825
291.500000, 9.417080
291.200000, 9.332726
290.900000, 9.249571
290.600000, 9.161056
290.300000, 9.074427
290.000000, 8.992094
289.700000, 8.893154
289.400000, 8.817850
289.100000, 8.741464
288.800000, 8.643754
288.500000, 8.543175
288.200000, 8.437811
287.900000, 8.345780
287.600000, 8.252274
287.300000, 8.144223
287.000000, 8.065816
286.700000, 7.961748
286.400000, 7.860867
286.100000, 7.751350
285.800000, 7.643346
285.500000, 7.546895
285.200000, 7.437918
284.900000, 7.327397
284.600000, 7.226555
284.300000, 7.116126
284.000000, 7.000208
283.700000, 6.891511
283.400000, 6.782720
283.100000, 6.670987
282.800000, 6.560278
282.500000, 6.453916
282.200000, 6.350152
281.900000, 6.249566
281.600000, 6.140955
281.300000, 6.028001
281.000000, 5.918825
280.700000, 5.815081
280.400000, 5.708871
280.100000, 5.604297
279.800000, 5.507486
279.500000, 5.408888
279.200000, 5.306660
278.900000, 5.211732
278.600000, 5.107994
278.300000, 5.002415
278.000000, 4.919112
277.700000, 4.811761
277.400000, 4.716094
277.100000, 4.625537
276.800000, 4.546392
276.500000, 4.477787
276.200000, 4.389738
275.900000, 4.288198
275.600000, 4.193044
275.300000, 4.100794
275.000000, 4.023067
274.700000, 3.934102
274.400000, 3.881453
274.100000, 3.813435
273.800000, 3.736335
273.500000, 3.661403
273.200000, 3.602248
272.900000, 3.514591
272.600000, 3.437351
272.300000, 3.377737
272.000000, 3.310901
271.700000, 3.274254
271.400000, 3.200505
271.100000, 3.113270
270.800000, 3.040186
270.500000, 2.971574
270.200000, 2.915789
269.900000, 2.870159
269.600000, 2.818184
269.300000, 2.749714
269.000000, 2.701952
268.700000, 2.642988
268.400000, 2.573795
268.100000, 2.524653
267.800000, 2.474214
267.500000, 2.415229
267.200000, 2.360569
266.900000, 2.308295
266.600000, 2.248278
266.300000, 2.188596
266.000000, 2.118864
265.700000, 2.047279
265.400000, 1.977582
265.100000, 1.898801
264.800000, 1.811840
264.500000, 1.730355
264.200000, 1.633649
263.900000, 1.538042
263.600000, 1.438058
263.300000, 1.336142
263.000000, 1.238980
262.700000, 1.149361
262.400000, 1.062694
262.100000, 0.987413
261.800000, 0.920893
261.500000, 0.875992
261.200000, 0.834336
260.900000, 0.797772
260.600000, 0.768045
260.300000, 0.737421
260.000000, 0.722078
259.700000, 0.714397
259.400000, 0.702343
259.100000, 0.683831
258.800000, 0.671905
258.500000, 0.662605
258.200000, 0.644811
257.900000, 0.633052
257.600000, 0.628090
257.300000, 0.603864
257.000000, 0.574014
256.700000, 0.560430
256.400000, 0.537159
256.100000, 0.510318
255.800000, 0.476527
255.500000, 0.444746
255.200000, 0.406906
254.900000, 0.368458
254.600000, 0.335759
254.300000, 0.286916
254.000000, 0.242395
253.700000, 0.194237
253.400000, 0.149892
253.100000, 0.111833
252.800000, 0.084363
252.500000, 0.053140
252.200000, 0.027230
251.900000, 0.010712
251.600000, -0.004512
251.300000, -0.021950
251.000000, -0.026668
250.700000, -0.037073
250.400000, -0.033971
250.100000, -0.041979
249.800000, -0.048529
249.500000, -0.048073
249.200000, -0.040988
248.900000, -0.045521
248.600000, -0.054147
248.300000, -0.061535
248.000000, -0.062220
247.700000, -0.064017
247.400000, -0.059226
247.100000, -0.063245
246.800000, -0.056969
246.500000, -0.052842
246.200000, -0.056007
245.900000, -0.058642
245.600000, -0.061875
245.300000, -0.062821
245.000000, -0.062915
244.700000, -0.065923
244.400000, -0.071286
244.100000, -0.066057
243.800000, -0.062510
243.500000, -0.063687
243.200000, -0.050246
242.900000, -0.047190
242.600000, -0.061297
242.300000, -0.067595
242.000000, -0.063566
241.700000, -0.060717
241.400000, -0.059687
241.100000, -0.053736
240.800000, -0.040942
240.500000, -0.040117
240.200000, -0.048246
239.900000, -0.049564
239.600000, -0.043440
239.300000, -0.039773
239.000000, -0.044477
238.700000, -0.038298
238.400000, -0.029606
238.100000, -0.035222
237.800000, -0.057360
237.500000, -0.064866
237.200000, -0.070500
236.900000, -0.064890
236.600000, -0.024956
236.300000, -0.037408
236.000000, -0.043312
235.700000, -0.020878
235.400000, -0.015884
235.100000, 0.054447
234.800000, 0.056873
234.500000, -0.029501
234.200000, -0.000310
233.900000, 0.040322
233.600000, 0.025736
233.300000, 0.021687
233.000000, -0.022279
232.700000, -0.036793
232.400000, -0.012978
232.100000, -0.025933
231.800000, -0.112244
231.500000, -0.095756
231.200000, -0.030145
230.900000, -0.048860
230.600000, -0.041157
230.300000, -0.045137
230.000000, -0.096650
229.700000, -0.039862
229.400000, -0.020533
229.100000, -0.054535
228.800000, -0.091264
228.500000, -0.090030
228.200000, -0.070128
227.900000, -0.067722
227.600000, -0.045994
227.300000, -0.059508
227.000000, -0.074855
226.700000, -0.065387
226.400000, -0.083606
226.100000, -0.078471
225.800000, -0.075808
225.500000, -0.077777
225.200000, -0.102010
224.900000, -0.090114
224.600000, -0.058007
224.300000, -0.051598
224.000000, -0.057965
223.700000, -0.053136
223.400000, -0.049842
223.100000, -0.062894
222.800000, -0.050152
222.500000, -0.042413
222.200000, -0.078501
221.900000, -0.068933
221.600000, -0.053854
221.300000, -0.042191
221.000000, -0.045630
220.700000, -0.031227
220.400000, -0.071644
220.100000, -0.110575
219.800000, -0.063874
219.500000, -0.075304
219.200000, -0.081866
218.900000, -0.062188
218.600000, -0.017018
218.300000, -0.051084
218.000000, -0.105073
217.700000, -0.157595
217.400000, -0.140039
217.100000, -0.086282
216.800000, -0.068067
216.500000, -0.022072
216.200000, -0.024490
215.900000, -0.023261
215.600000, -0.065389
215.300000, -0.127776
215.000000, -0.116324
214.700000, -0.078990
214.400000, -0.092593
214.100000, -0.013919
213.800000, 0.016535
213.500000, 0.046222
213.200000, -0.007884
212.900000, 0.004634
212.600000, 0.000428
212.300000, -0.046569
212.000000, 0.021694
211.700000, -0.019367
211.400000, -0.062809
211.100000, -0.139170
210.800000, -0.077097
210.500000, -0.008728
210.200000, -0.077669
209.900000, -0.071674
209.600000, -0.004120
209.300000, -0.048353
209.000000, -0.044010
208.700000, -0.086033
208.400000, -0.076117
208.100000, -0.053146
207.800000, -0.111463
207.500000, -0.060776
207.200000, -0.090646
206.900000, -0.126632
206.600000, -0.096293
206.300000, -0.091106
206.000000, -0.090915
205.700000, -0.099410
205.400000, -0.129978
205.100000, -0.121141
204.800000, -0.150150
204.500000, -0.090004
204.200000, -0.119882
203.900000, -0.123165
203.600000, -0.135390
203.300000, -0.115081
203.000000, -0.120364
202.700000, -0.135758
202.400000, -0.148230
202.100000, -0.161633
201.800000, -0.148685
201.500000, -0.135352
201.200000, -0.192732
200.900000, -0.172689
200.600000, -0.162963
200.300000, -0.156349
200.000000, -0.164530
